frame_index,timestamp_sec,x_rel,y_rel,z_rel,qw,qx,qy,qz,confidence,layer,orientation_source,scale_status
135,28.511095477,-0.375330866,0.191494502,-0.674811612,0.913824235,-0.11356528,0.386973679,-0.0477447972,1,fitted_bspline,raw_camera_orientation,relative_only
136,28.662422111,-0.367833909,0.181274636,-0.678903382,0.920681308,-0.0758699057,0.381245986,-0.0352304493,1,fitted_bspline,raw_camera_orientation,relative_only
137,28.813748744,-0.344449811,0.178830967,-0.671616609,0.930256268,-0.0546906716,0.361827871,-0.02669828,1,fitted_bspline,raw_camera_orientation,relative_only
138,28.965075377,-0.3429343,0.179427227,-0.684044379,0.928892198,-0.0182358596,0.368869109,-0.0276101346,1,fitted_bspline,raw_camera_orientation,relative_only
139,29.116402010,-0.346665159,0.179215996,-0.688242222,0.92609865,-0.0292568465,0.375666966,-0.0189646773,1,fitted_bspline,raw_camera_orientation,relative_only
140,29.267728643,-0.347865618,0.177905229,-0.681597662,0.928217875,-0.0176574429,0.370822529,-0.0242990395,1,fitted_bspline,raw_camera_orientation,relative_only
141,29.419055276,-0.346700682,0.176091728,-0.67425592,0.929127628,-0.026036301,0.368339605,-0.0192327443,1,fitted_bspline,raw_camera_orientation,relative_only
142,29.570381910,-0.343356028,0.174372292,-0.673520805,0.934398298,-0.0149041197,0.355709861,-0.0121730126,1,fitted_bspline,raw_camera_orientation,relative_only
143,29.721708543,-0.338100024,0.173343721,-0.675330494,0.936426788,-0.00728039863,0.3501556,0.021045737,1,fitted_bspline,raw_camera_orientation,relative_only
144,29.873035176,-0.331221709,0.173602817,-0.672781753,0.933891663,-0.00199678132,0.354940672,0.0431218579,1,fitted_bspline,raw_camera_orientation,relative_only
145,30.024361809,-0.323698486,0.17545389,-0.662747096,0.936796376,-0.00411927609,0.344722983,0.0596795275,1,fitted_bspline,raw_camera_orientation,relative_only
146,30.175688442,-0.31926122,0.178031294,-0.657202018,0.93648123,-0.0103353603,0.344566443,0.0645759419,1,fitted_bspline,raw_camera_orientation,relative_only
147,30.327015075,-0.322329141,0.180176894,-0.664786216,0.935394865,-0.0242922019,0.346951614,0.0638037026,1,fitted_bspline,raw_camera_orientation,relative_only
148,30.478341709,-0.333158929,0.181051704,-0.67007126,0.933822546,-0.0325014804,0.349319806,0.0699626998,1,fitted_bspline,raw_camera_orientation,relative_only
149,30.629668342,-0.335357054,0.18109334,-0.668029347,0.935616588,-0.029679769,0.34520335,0.0676413936,1,fitted_bspline,raw_camera_orientation,relative_only
150,30.780994975,-0.320782022,0.181058569,-0.661338543,0.936584772,-0.0277345001,0.342745112,0.0675688564,1,fitted_bspline,raw_camera_orientation,relative_only
151,30.932321608,-0.31380067,0.181557564,-0.661969394,0.941111657,-0.0280604312,0.329292412,0.0713300013,1,fitted_bspline,raw_camera_orientation,relative_only
152,31.083648241,-0.302076978,0.182614123,-0.669144993,0.946202268,-0.0318160073,0.312394073,0.0780957977,1,fitted_bspline,raw_camera_orientation,relative_only
153,31.234974874,-0.310257728,0.184105449,-0.678069616,0.944203238,-0.0387081131,0.314920727,0.0883564583,1,fitted_bspline,raw_camera_orientation,relative_only
154,31.386301508,-0.306735231,0.185908746,-0.683947538,0.946723084,-0.0315741082,0.30798659,0.088672082,1,fitted_bspline,raw_camera_orientation,relative_only
155,31.537628141,-0.306276425,0.187901218,-0.684102445,0.944074392,-0.0476736331,0.312233834,0.0946615033,1,fitted_bspline,raw_camera_orientation,relative_only
156,31.688954774,-0.312543962,0.189960068,-0.68433566,0.942082255,-0.05801955,0.314660102,0.100517542,1,fitted_bspline,raw_camera_orientation,relative_only
157,31.840281407,-0.321561209,0.1919625,-0.69256792,0.943982064,-0.0829186396,0.301605537,0.105149716,1,fitted_bspline,raw_camera_orientation,relative_only
158,31.991608040,-0.324810016,0.193831862,-0.703182589,0.935986005,-0.0882416305,0.320176173,0.116751149,1,fitted_bspline,raw_camera_orientation,relative_only
159,32.142934673,-0.312731512,0.195676074,-0.687316805,0.944635366,-0.0840399509,0.299724199,0.103762789,1,fitted_bspline,raw_camera_orientation,relative_only
160,32.294261307,-0.320134873,0.197649203,-0.700616948,0.944360325,-0.0668223668,0.303999971,0.106312585,1,fitted_bspline,raw_camera_orientation,relative_only
161,32.445587940,-0.328446915,0.199845401,-0.729704405,0.943550398,-0.0745057145,0.303366909,0.110136564,1,fitted_bspline,raw_camera_orientation,relative_only
162,32.596914573,-0.330941643,0.202119175,-0.744983312,0.941221995,-0.0750613715,0.310558904,0.109636279,1,fitted_bspline,raw_camera_orientation,relative_only
163,32.748241206,-0.328752828,0.204265121,-0.7346764,0.942414272,-0.0755460423,0.3062372,0.111206627,1,fitted_bspline,raw_camera_orientation,relative_only
164,32.899567839,-0.323362075,0.206099631,-0.735857222,0.945263572,-0.0758535658,0.296827699,0.112322455,1,fitted_bspline,raw_camera_orientation,relative_only
165,33.050894472,-0.317642335,0.20752629,-0.748782928,0.950037997,-0.0794689184,0.279939332,0.112900244,1,fitted_bspline,raw_camera_orientation,relative_only
166,33.202221106,-0.314814392,0.208470481,-0.760636236,0.952964101,-0.0735452352,0.272439904,0.110575856,1,fitted_bspline,raw_camera_orientation,relative_only
167,33.353547739,-0.316695806,0.208857589,-0.762478472,0.952404648,-0.0843742628,0.2707868,0.111717856,1,fitted_bspline,raw_camera_orientation,relative_only
168,33.504874372,-0.319491237,0.208612996,-0.760885384,0.955940372,-0.081934934,0.260214983,0.108410494,1,fitted_bspline,raw_camera_orientation,relative_only
